pos/0,pos/1,neg/0,neg/1,neu/0,neu/1
kuleba,2,ou,2,board,1
living,2,bama,2,janworld,1
fairytale,2,saban,2,zelenskyybreaking,1
earlibritish,2,lodds,2,militamen,1
technicourse,2,cresign,2,nuke,1
hasnt,2,countryleader,2,nucliar,1
cottoned,2,moneyleader,2,aint,1
idiot,2,httmight,2,backingmen,1
timermany,2,schoolaccording,2,exportboris,1
kangarooboris,2,avivtricky,2,traditional,1
thersomeone,2,beg,2,conservativezelenskyy,1
pmputin,2,belongstricky,2,1paging,1
viajohnson,2,predictablesamson,2,coursevolodymyr,1
capacity,2,bearing,2,moneyspeech,1
someon0502,2,friezelensky,2,grabmen,1
mountain,2,wjohnson,2,therapythink,1
mole,2,predictableodds,2,extremely,1
skirmish,2,julyjohnson,2,perceptive,1
seemsgiving,2,predictablezelensky,2,politically,1
aroundvisiting,2,josurprising,2,accomputting,1
metric,2,httpsurprising,2,returnmen,1
obsequioudmitry,2,suddenly,2,therapyfirst,1
significanttv,2,fuckifirst,2,telegrcalled,1
agreed,2,alien,2,june,1
visegrad24,2,cern,2,spared,1
nextacolossal,2,portal,2,hormeanwhile,1
anythingtwo,2,bullsurprise,2,moneytaken,1
thprize,2,bag,2,managedspeech,1
guessing,2,dressing,2,grawould,1
hiding,2,zelenskytough,2,landedwould,1
zelenskygarry,2,antoinette,2,landedmen,1
mostro,2,delivegarry,2,therapytaken,1
implement,2,mostro,2,aback,1
btwo,2,gotricky,2,underground,1
thlike,2,rung,2,bunker,1
labour,2,liesurprising,2,cashfirst,1
mp,2,cpm,2,telegrcall,1
mattergiving,2,morningodds,2,zelenskiy,1
aroundtbf,2,organization,2,terrizelenskyy,1
lighshake,2,worldleader,2,qualified,1
zelenskysure,2,forgottenaptly,2,counsellorwould,1
universe,2,timed,2,landedvolodymyr,1
contingent,2,serial,2,politicalthink,1
zabsolutely,2,deceit,2,moral,1
brit,2,obfuscleader,2,duty,1
zelenskylosing,2,patheticsurprising,2,requforgiven,1
partytwo,2,fuckiahahaha,2,created,1
thjames,2,shieldsurprising,2,behoukraine,1
johnsonsurprise,2,fuckitell,2,johnsonout162men,1
wheel,2,spewed,2,therapyrecovery,1
everytime,2,zelensodds,2,world51,1
utwo,2,zelenskyjay,2,brandishing,1
beliefcolossal,2,stressed,2,replacing,1
accordingman,2,helplinehahaha,2,kangaroo,1
callukraine,2,forgottenadmirable,2,hosure,1
uni,2,danger,2,politicalmen,1
tokyowant,2,oustedleader,2,thoughtjohnson,1
colonel,2,fuckilfc75,2,borismustgohey,1
macgregor,2,cloth,2,somethingprime,1
puppetzelensky,2,powertricky,2,sundayprime,1
seehi,2,zelenskywar,2,thoughtzelenskyy,1
nothinglike,2,swap,2,zelenskyydpr,1
numbermany,2,placearrest,2,dreamquick,1
hicksomeone,2,peanother,2,enoughbritish,1
digging,2,diversion,2,covid19,1
thtulsi,2,scanzelensky,2,timecheck,1
realistic,2,fuckibreaking,2,conanyone,1
settlementpresident,2,duma,2,jewtoday,1
bailing,2,parliament,2,understatementzelensky,1
dogfair,2,operatioukraine,2,russiapm,1
peoplejoke,2,countranother,2,abozelensky,1
fail,2,ffsleader,2,wiltoday,1
proverbial,2,forgottenlike,2,volodymyraustralia,1
zelenskyobvs,2,propsurprising,2,kolomoiskzelensky,1
touch,2,forgottenfighting,2,watchslaughter,1
calling,2,believetricky,2,conscience,1
trpresident,2,zelenskyone,2,angela,1
frebeleagured,2,premium,2,merkel,1
zelenskylatest,2,flodds,2,gerharduntold,1
zscoop,2,forgotteneverytime,2,wgo,1
buy,2,england,2,understandzielinski,1
2000,2,fly,2,seabelieve,1
ouwell,2,usinghahaha,2,borderexpect,1
fish,2,zelenskypeople,2,busukraine,1
fryborisjohnson,2,dragging,2,agotoday,1
husband,2,battling,2,abovolodymyr,1
burst,2,existenceleader,2,expects,1
oucodger,2,countrzelensky,2,greater,1
buanother,2,argument,2,hostile,1
photoshoot,2,natodds,2,activity,1
warmzelensky,2,sacrifice,2,bombard,1
millionbj,2,powerleader,2,sievierodonetskzelensky,1
button,2,arisesconfused,2,wilbreaking,1
creates,2,option,2,volodymyrbreaking,1
deflectionpatch,2,downing,2,surrenderaustralia,1
tweeted,2,spoken,2,kolomoiskbreaking,1
convo,2,thpresident,2,surrenderzelensky,1
thoughukrainian,2,warsurprising,2,watchuntold,1
italy,2,tiehahaha,2,wzelenskygo,1
wkadyrov,2,joevery,2,understandactually,1
ahmatsorry,2,humanshieldaccording,2,polititoday,1
domestic,2,avivwonder,2,russiaukrainewzelensky,1
ukrainianaustralia,2,resignzelensky,2,confanother,1
ought,2,calgoing,2,cokehead,1
foremost,2,fuckiukraine,2,battalionbehind,1
intentionstop,2,damagedleader,2,zoom,1
grandstanding,2,zelenskynah,2,gps,1
georgie,2,rope,2,morzelensky,1
albaneasel,2,pound,2,wsimple,1
weasel,2,retodds,2,initial,1
grabbing,2,cknow,2,managed,1
opkadyrov,2,predictablyodds,2,dombass,1
perfectly,2,pohi,2,feend,1
pocketactually,2,basis,2,curtain,1
wukrainian,2,anythihonorary,2,succer,1
refusebritish,2,aesthetic,2,smith,1
deflectiothread,2,hoovering,2,chris,1
dismissed,2,dollartricky,2,rock,1
uklook,2,patheticaccording,2,dave,1
naked,2,avivukraine,2,chapelle,1
hmmmmmzelensky,2,runoh,2,combined,1
blamemarch,2,borismustgo,2,believetoday,1
mainstream,2,boristheliarzelensky,2,plant,1
enacts,2,hog,2,multimillion,1
strategzelensky,2,zelenskyaccording,2,paidtoday,1
johnsonkadyrov,2,predictaevery,2,milli,1
ahmatwait,2,httpaccording,2,vanilli,1
pregnantodds,2,cjohnson,2,aalong,1
challenged,2,longembarrassing,2,monthlylong,1
chris,2,shamble,2,turbreaking,1
hawait,2,inside,2,ukrainiaread,1
pregnantww,2,100tricky,2,earned,1
population,2,fuckimuch,2,respect,1
ratejames,2,hanother,2,cosplay,1
johnhope,2,distasteful,2,worse,1
weapontbf,2,manoeuvre,2,matttoday,1
gosurprise,2,dateprez,2,wupdate,1
responsibilitylike,2,protectsurprising,2,researchtoday,1
clockworkzelensky,2,fuckimight,2,kuvva,1
opsfuckup,2,schoolodds,2,bidenzelensky,1
radalike,2,ckeeping,2,wask,1
clockworkmany,2,workingodds,2,ucraine,1
enjoyquick,2,weaponryweird,2,topictoday,1
shamblezelensky,2,backknow,2,walso,1
bidding,2,publicly,2,celebs,1
morningpatch,2,surely,2,involved,1
australquick,2,distraukraine,2,awtoday,1
shamblepatch,2,shatodds,2,winvader,1
johnsonthecorruptpm,2,scandalzelensky,2,lesha,1
coincidencenice,2,jotricky,2,valera,1
messold,2,absoltricky,2,sanya,1
hidehope,2,runffs,2,vova,1
crony,2,ridiculousodds,2,borovyk,1
cowardly,2,cgoing,2,representatitoday,1
flee,2,plate,2,kyivr,1
abroad,2,stalkingleader,2,reqtoday,1
consequence,2,forgottenmay,2,refersmajor,1
immoabsolute,2,generalelectionnowzelensky,2,presidcode,1
acting,2,generalelectionnowtime,2,2018,1
wordzelensky,2,slip,2,shutting,1
emergingtechu,2,viagra,2,statoday,1
daudov,2,comingodds,2,level,1
aljazeeraamazed,2,ckadyrov,2,cast,1
todayquick,2,httsomething,2,thotoday,1
shambleinterview,2,strange,2,openly,1
danish,2,poll,2,acknowledge,1
civilianinterestingmust,2,billioarrest,2,langtoday,1
seehungarian,2,caldowning,2,kyivallowed,1
responding,2,arse,2,bagtoday,1
natiothink,2,neighbour,2,wgeneral,1
dependant,2,excuse,2,axelrod,1
independent,2,chatkadyrov,2,whitetoday,1
desay,2,htttricky,2,wposted,1
ukraineunderattack,2,abusive,2,pushed,1
russiaquick,2,pointzelensky,2,dowzelensky,1
shambleeven,2,disingenuous,2,exportzelensky,1
savebank,2,toad,2,palestitoday,1
euroquick,2,madaccording,2,wcom,1
shamblehope,2,avivdumb,2,drugtoday,1
mix,2,viral,2,exporttoday,1
shagging,2,newspaper,2,exportvideo,1
enjoyinteresting,2,wing,2,familynews,1
seem,2,mediumodds,2,wbiden,1
tough,2,ccourse,2,bloodshedtoday,1
zelenskysupporting,2,borispredictable,2,wliterally,1
essential,2,wonderhahaha,2,swastika,1
educational,2,callord,2,tattoo,1
escalatequick,2,mcdonald,2,mediumlong,1
shambleinterestinglysyschansk,2,bombshell,2,wnanbreak,1
painful,2,couldtricky,2,pale,1
verknow,2,julyhahaha,2,muchlong,1
cardzelensky,2,weaponrytricky,2,wtick,1
millionelder,2,countryodds,2,tock,1
lossseen,2,oneodds,2,tick,1
deleted,2,cwonder,2,tocktoday,1
cllook,2,cowardly,2,wbegrudge,1
zelenskyheard,2,pmodds,2,saint,1
emmajohnson,2,fuckedpoor,2,salting,1
pleasure,2,dealingodds,2,accotoday,1
enjoysupreme,2,cpredictable,2,churchill,1
christianhumbled,2,wonderpm,2,rtzelensky,1
performazelensky,2,morningleader,2,mobtoday,1
tacticneed,2,cdowning,2,whmm,1
higher,2,walltricky,2,mention,1
party4,2,answeringukraine,2,victoria,1
synagogue,2,cahahaha,2,nuland,1
concentratiopatch,2,shieldjesus,2,thatoday,1
referenceguy,2,fridgeodds,2,detailbehind,1
cawant,2,agony,2,w2,1
allyzelensky,2,auntdowning,2,listen,1
lukashenko,2,hodds,2,occasional,1
swears,2,draghileader,2,schooperrottet,1
allegiance,2,cmedya,2,wcherry,1
kangarooopen,2,nah,2,picked,1
smartnews,2,inspirationazelensky,2,cnn,1
depotpatch,2,datebelarus,2,storieexactly,1
betterwish,2,drawn,2,wake,1
alternative,2,sidewell,2,sheepletoday,1
channel,2,sht,2,caddressing,1
dictated,2,hop,2,worldtoday,1
elitepatch,2,onto,2,rear,1
leader0ne,2,moneydowning,2,relaxation,1
likeputin,2,zelenskyget,2,spreadtoday,1
kangaroosure,2,afraidnext,2,isaac,1
zelenskyoh,2,goingdowning,2,babel,1
defendedzelenskyy,2,dictionary,2,ruth,1
wrongdoing,2,term,2,r,1
winpresident,2,deflection,2,wisse,1
allows,2,avoidanceahahaha,2,wsloviansk,1
buddy,2,shieldtricky,2,kramatorsk,1
getpresident,2,thinkaccording,2,cecenia,1
newsmust,2,zelenskypm,2,ucrainarussiawar,1
muldowngrading,2,morningshit,2,zelenskywarcriminal,1
view,2,urgently,2,natozelensky,1
wasting,2,suconfused,2,weetoday,1
timezelenskyy,2,700zelensky,2,wkastning,1
newsputin,2,dateaccording,2,realize,1
compare,2,avivpm,2,traitor,1
traveled,2,morningzelensky,2,sellouttoday,1
civiliszelenskyy,2,denytricky,2,zelenskyuk,1
newsextremely,2,datesuck,2,suggests,1
psychology,2,soroszelensky,2,finding,1
comrussia,2,datedowning,2,landslidetoday,1
reasonably,2,zelenskyrussia,2,wbillion,1
grouping,2,experience,2,suittoday,1
centrumbeginning,2,winter,2,thingtoday,1
primezelenskyy,2,ukrainetricky,2,datedaddressing,1
alsohonest,2,predictablejohnson,2,democget,1
uselesextremely,2,predictatricky,2,turjoeb,1
psychologway,2,occurrence,2,attorney,1
revealed,2,daydowning,2,komrade,1
diplomaticmust,2,zelenskyalthough,2,jr,1
changing,2,priczelensky,2,nobodylong,1
numberzelenskyy,2,zelenskyarrest,2,turone,1
saidu,2,forgottengosh,2,illegally,1
subsidize,2,surprise,2,voaustralia,1
worker,2,nuketricky,2,mailinglong,1
income,2,zelenskyprez,2,xiiend,1
stizelenskyy,2,zelenskyshit,2,kahuna,1
wantknow,2,vtricky,2,allowed,1
christmas,2,zelenskymust,2,consolidate,1
ratherzelenskyy,2,australiajesus,2,powolympic,1
anazelenskyy,2,setlike,2,exportsaya,1
newsmalaysia,2,bat,2,exportreconstruction,1
semangatteambukraine,2,zelenskyvolodomyr,2,sayplace,1
example,2,potricky,2,detailnecessary,1
opportunitymr,2,julytricky,2,demilitarizukraine,1
posted,2,repeatedly,2,wallnecessary,1
recent22,2,militarymaybe,2,demilitarize,1
opportunitysomething,2,arrogancetricky,2,denazifyukraine,1
volozelenskyy,2,forgottenknow,2,mafia,1
highlydescribing,2,spiel,2,snowzelensky,1
truss,2,pmq,2,palestiwest,1
cavalry,2,counttricky,2,palesticonsequence,1
rescuething,2,pleeease,2,zelenlong,1
b144,2,tunnelleader,2,palestihuh,1
warrior,2,forgottenunderestimate,2,profile,1
captivity,2,normalizedleader,2,picultralong,1
95,2,wiwoke,2,grain774400,1
azovstal,2,wondering,2,moneybag,1
defender,2,orange,2,anywhere,1
homeleader,2,favorleader,2,presentzelensky,1
waygaji,2,julyalthough,2,palestipfft,1
semangatteambukrainian,2,pricweek,2,expression,1
electricity,2,rumediocre,2,blown,1
exported,2,fulfievery,2,botwest,1
significant,2,lithread,2,messageravivisvesvarayasharadaprasad,1
consumed,2,forgottenrussian,2,zelenskyalbo,1
europeanmust,2,ilya,2,swedenplace,1
degreekind,2,shepelin,2,liberatio3,1
billionukrainian,2,staged,2,partrussia,1
ministerdear,2,shatchechnya,2,signphoto,1
whoever,2,joprez,2,mirrorlong,1
billustrates,2,protectmust,2,cplace,1
despiyeah,2,australialewis,2,totally,1
tryeah,2,adversary,2,zelenskywant,1
trzelenskyy,2,literallyrussian,2,fight,1
untrained,2,ukrainianrussia,2,defend,1
recruit,2,weaponryinflation,2,difference,1
cannon,2,begged,2,falong,1
fodder,2,blamelisten,2,crussia,1
emboldenyeah,2,conventional,2,flagukraine,1
trok,2,beat,2,confnews,1
priorityyeah,2,blue,2,deplace,1
goounbelievable,2,squidleader,2,signswedish,1
rope,2,forgottenmike,2,httpzelensky,1
spews,2,yah,2,yeflood,1
backbenchhahahahah,2,facist,2,nowhere,1
pointbeginning,2,forgottenuk,2,givplace,1
showedprobably,2,employed,2,detailalbanese,1
fairrealised,2,anyway,2,crucial,1
th22,2,pincer,2,ambassadorzelensky,1
opportunityvolodymyrzelenskyy,2,emevery,2,yeplace,1
perisheshope,2,tiealcohol,2,zelenskyprevent,1
spirit,2,developing,2,option,1
march,2,750kadyrov,2,kyivwest,1
alongside,2,eanother,2,swedenamp,1
troopday,2,ezelenskyy,2,sponsoredread,1
127,2,edisagree,2,regionzelensky,1
welcomed,2,slightly,2,claimcall,1
arrival,2,instinct,2,yetrussia,1
felt,2,taught,2,signupdate,1
thunderstand,2,collapse,2,mondplace,1
forcheard,2,exporter,2,detailperrottet,1
emmayep,2,suggesting,2,httukraine,1
enjoyindonesian,2,ebet,2,conf3,1
dialoheard,2,ghostwtf,2,part5,1
supportironic,2,diplomatic,2,victwest,1
callpatch,2,erussia,2,4amp,1
indpresident,2,aware,2,sponsorsince,1
kangaroooh,2,spot,2,audiquestion,1
fanminsk,2,straight,2,11000,1
couldleast,2,zelenskyyapology,2,salary,1
gueselder,2,volodymir,2,pensionpresident,1
reminds,2,zelenskyygo,2,stated,1
mount,2,surprisedboris,2,explicitly,1
rushmore,2,timeboris,2,mustr,1
honorkadyrov,2,ethink,2,turplace,1
ahmatkadyrov,2,sour,2,pledging,1
ahmatjuly,2,mood,2,wmaguirezelensky,1
summitelder,2,weakest,2,follhardly,1
losskadyrov,2,yearboris,2,outlaw,1
learnukraine,2,timeprobably,2,opponent,1
factmust,2,rocken,2,whatya,1
glimmer,2,anotzelenskyy,2,doicom,1
julian,2,weekigor,2,explain,1
assange,2,berkut,2,achieve,1
shut,2,spearheading,2,objectivevideo,1
oploss,2,establish,2,330m,1
referenceukrainian,2,weekenough,2,ihor,1
thelder,2,johnsonout162instead,2,kolomoyskyi,1
lossneed,2,johboris,2,primary,1
leakadyrov,2,alibiwtf,2,backer,1
childelder,2,eclarify,2,middle,1
losspost,2,potential,2,seat,1
powerhush,2,viawtf,2,yevgelong,1
imo,2,yetukraine,2,turmaguirelong,1
protecting,2,breseeing,2,turlass,1
knowns,2,reading,2,metlong,1
usamany,2,smuggling,2,turupdate,1
enjoyunbreakable,2,ovedominic,2,mondlong,1
defenderhappy,2,cummings,2,turthink,1
246th,2,predicting,2,protelong,1
ukrainaneed,2,zoom,2,tursay,1
tripukrainian,2,downingzelenskyy,2,addicted,1
reinstated,2,ghostcouzens,2,mob,1
symbolically,2,hgiven,2,siberian,1
seapatch,2,frequency,2,fieldone,1
punished,2,walkie,2,republilong,1
seeweapon,2,talkiesettlement,2,turamp,1
childkadyrov,2,standforukrainelong,2,cooking,1
kangaroosuper,2,ghostyup,2,curry,1
justplainpoliticszelensky,2,scared,2,zelenskysuppose,1
australmany,2,sideman,2,mentioned,1
bannercomedy,2,saylong,2,basically85,1
achilliweapon,2,ghostbet,2,returnrussia,1
childthank,2,deal,2,signwatch,1
kangarooe,2,rightfeel,2,wwatch,1
fulfilled,2,politely,2,deread,1
chokepoint,2,intelevery,2,liberatioap,1
comprmany,2,twoshit,2,accompanies,1
opposes,2,fcusee,2,sbu,1
truce,2,relief,2,kidnap,1
rating,2,odesazelenskyy,2,propagukrainian,1
78many,2,ghostboris,2,surrendered,1
intellectual,2,callzelenskyy,2,svyatoslav,1
par,2,weekfast,2,palamar,1
kissinger,2,conclusion,2,kalina,1
kissenger,2,vlodimir,2,denis,1
reasonweapon,2,similar,2,prokopenko,1
childsure,2,personality,2,redis,1
concerning,2,enables,2,sergei,1
attack,2,behhari,2,volynsky,1
mindbet,2,ok,2,volplace,1
provided,2,um,2,confjohnson,1
entertainmentpresident,2,ohanother,2,wknight5,1
scaleauspol,2,battlefieldlong,2,incorrewhats,1
destrurepublican,2,ghostmedium,2,superherorussian,1
phrase,2,20suck,2,standforukraineukraine,1
raffenspergerappreciate,2,investigationzelenskyy,2,prompting,1
demzelensky,2,string,2,luhanskanything,1
victoryzelensky,2,raisin,2,couldzelenskyy,1
suck,2,etrgt,2,lysychanskprime,1
presidentmight,2,shieldlike,2,thoughtputting,1
getpatch,2,facing,2,engthought,1
millionaire,2,damaging,2,victorianulandputting,1
contributed,2,instantly,2,returnhey,1
assetlass,2,zelenskyymr,2,credible,1
knowing,2,stopzelenskyy,2,answerprime,1
effectively,2,imagine,2,thoughtsaid,1
numerically,2,missed,2,total,1
adversary,2,loganother,2,check,1
albanespatch,2,battlefieldcouzens,2,faren,1
kangarooputin,2,hilatest,2,mainstream,1
picked,2,sky,2,regimerussian,1
dilettantish,2,politics,2,engrussian,1
poseur,2,101sloviansk,2,engzelenskyy,1
bolt,2,plume,2,islandincreasingly,1
available,2,middle,2,considers,1
helicopterkadyrov,2,badboringly,2,metaustralian,1
ahmatalleged,2,bell,2,zelswitzerland,1
correspondentcall,2,zelenskyypoint,2,page,1
handing,2,praying,2,523,1
harry,2,pervert,2,nightly,1
negotiatorhappy,2,possibleexpected,2,addresspresident,1
wimany,2,publiczelenskyy,2,wilthepis,1
enjoyharry,2,weekboris,2,welding,1
potter,2,habit,2,forklift,1
author,2,increasinglying,2,driving,1
amused,2,johnsonout162russia,2,nswwonder,1
distasteful,2,viatweet,2,considered,1
j,2,stink,2,ukr,1
fooled,2,corrupted,2,gunna,1
impersonating,2,zelenskyygt,2,debt,1
zelenskypresident,2,shieldlying,2,goodshut,1
outweigh,2,johnsonout162hari,2,donate,1
malaysianow,2,okanother,2,paycheck,1
flashnews,2,battlefieldlying,2,zelenskyyshabaha,1
portsubject,2,johnsonout162treating,2,sister,1
kadyventure,2,fridge,2,zelenskyygon,1
investor,2,disrespectfulanother,2,cap,1
wantmany,2,pinocchio,2,waking,1
enjoycom,2,zelenskyynew,2,sworn,1
conquer,2,reinvespresident,2,touzelenskyy,1
dismember,2,surrendernotice,2,lysychanskway,1
natomany,2,tweeting,2,governmentaustralia,1
parable,2,scandaltelling,2,suppojuly,1
cstrike,2,antiblame,2,3rd,1
alive,2,conzelenskyy,2,norman,1
colukraine,2,weekjaysus,2,zeaustralia,1
kangarootruth,2,zelenskyyjaysus,2,requestpresident,1
banneryep,2,zelenskyyseem,2,hwilliam,1
especialy,2,zelenskyyproblem,2,impoverilass,1
sweeden,2,stooge,2,pic,1
fhappening,2,brit,2,printed,1
toss,2,junta,2,hung,1
citizenjk,2,somewhat,2,zelenskypress,1
exccciting,2,undermining,2,admirat,1
contacted,2,standing,2,,
whgood,2,leadersuck,2,,
replay,2,investigationwhitehouse,2,,
soonfind,2,ukrainebiden,2,,
attractive,2,laptopfastest,2,,
zelenskypleasure,2,forgottenbreaking,2,,
characterzelensky,2,25leader,2,,
longukrainian,2,repeatedleader,2,,
fightmany,2,gukrainian,2,,
stoprussiamany,2,weaponrybello,2,,
ukrainebeautiful,2,thknow,2,,
lucky,2,zzelensky,2,,
prodigy,2,tiekadyrov,2,,
suzanne,2,weaponryok,2,,
500,2,treasonzelensky,2,,
quiz,2,tiethread,2,,
assfucked,2,wthread,2,,
easily,2,briagree,2,,
politicpatch,2,fraudsterukraine,2,,
kangaroolove,2,jazeeramen,2,,
uganda,2,cringe,2,,
buyinza,2,mutedukraine,2,,
comukraine,2,weaponryfull,2,,
enjoysay,2,jocould,2,,
profile,2,sentcould,2,,
thankscomedy,2,joprofessional,2,,
2022many,2,career,2,,
enjoylike,2,seriouslyzelensky,2,,
cosplay,2,pope,2,,
dressups,2,robenews,2,,
businesslike,2,etzelensky,2,,
suit,2,anybody,2,,
enjoysuppose,2,neekissinger,2,,
id10talleged,2,julyanother,2,,
nextzelensky,2,v2018,2,,
kindmany,2,usually,2,,
bannerglad,2,flagzelensky,2,,
warmany,2,weaponrykill,2,,
stoprussiapatch,2,doomers,2,,
kangarooaslund,2,failingtime,2,,
occasionmany,2,voice,2,,
referenceukraine,2,thturkey,2,,
ukrainegas,2,tanker,2,,
kangaroook,2,carrying,2,,
prolly,2,grainzelensky,2,,
coke,2,nr,2,,
touching,2,kyiveither,2,,
deskexcellent,2,superimposed,2,,
tweeps,2,positioned,2,,
translate,2,foot,2,,
sleevepublic,2,frontukrainian,2,,
bienaustralian,2,upost,2,,
fzelensky,2,comparing,2,,
sooosint,2,che,2,,
clownpatch,2,oversaw,2,,
presidenfind,2,peoplwatch,2,,
tom,2,firework,2,,
lieutenant,2,pounded,2,,
skirt,2,implementzelensky,2,,
showsuck,2,forcealso,2,,
bordering,2,weaponrylass,2,,
eurowow,2,fraudsterspaniel,2,,
soldrussian,2,zelenskukrainian,2,,
slavyansk,2,organisarecord,2,,
bolder,2,advanced,2,,
prediction,2,flattening,2,,
respective,2,commfalling,2,,
benefit,2,disinfosara,2,,
poor,2,forceddeceived,2,,
ukraialleged,2,tiekissinger,2,,
lolmeeting,2,zelenskykissinger,2,,
selfiefree,2,territorliza,2,,
supnever,2,sus,2,,
sullivan,2,receives,2,,
blauspol,2,sideuse,2,,
spent,2,stole,2,,
kangaroopleb,2,reznikov,2,,
missilezelensky,2,includying,2,,
kangarootime,2,olicharcszelensky,2,,
concede,2,julystop,2,,
constitutes,2,printing,2,,
dealzelensky,2,equipment,2,,
referencegreatest,2,bojokissinger,2,,
coward,2,jonews,2,,
officially,2,hiswedish,2,,
solder,2,jolisten,2,,
comedianukraine,2,bbc,2,,
bannermartin,2,podcast,2,,
luther,2,warkissinger,2,,
unarmed,2,httpkissinger,2,,
unconditional,2,josend,2,,
wordunderstand,2,peacekissinger,2,,
bannercute,2,joanother,2,,
parodyukrainian,2,atm,2,,
refusezelensky,2,httprevealed,2,,
soodemocratic,2,focusukraine,2,,
sacrificed,2,weaponrygreen,2,,
expect,2,genius,2,,
rebuildpatch,2,suzanne,2,,
presihitler,2,iq,2,,
bin,2,dosesn,2,,
laden,2,hacker,2,,
newpatch,2,srf,2,,
httzelensky,2,rts,2,,
kangaroomr,2,tf1,2,,
ursula,2,lci,2,,
henchman,2,antenne,2,,
lawyerzelensky,2,arestovych,2,,
ukrainelatest,2,crash,2,,
zzelensky,2,actuzelensky,2,,
millionproud,2,supposedly,2,,
kangarooalleged,2,lol,2,,
lolpost,2,shitswedish,2,,
directly,2,sentthink,2,,
intransigent,2,julyresident,2,,
wsend,2,militant,2,,
ukraine1963,2,leaving,2,,
yoright,2,basement,2,,
elite,2,monthsaddam,2,,
throupatch,2,weaponrypathetic,2,,
lolwell,2,apply,2,,
dollarpatch,2,saturday,2,,
kangaroogas,2,dezelensky,2,,
selling,2,reconstruct,2,,
bum,2,frozelensky,2,,
freebie,2,brotherswedish,2,,
ukrainefree,2,julytime,2,,
oppositionthink,2,korea,2,,
ed,2,addressingzelensky,2,,
putthank,2,johiding,2,,
tsn,2,explaining,2,,
mopatch,2,julypeople,2,,
kangarooseems,2,simply,2,,
zelenskysend,2,trumpreverse,2,,
ukraukranian,2,letsgobrandon,2,,
mic,2,focusrussia,2,,
lier,2,infowar,2,,
ownerfootage,2,zupdate,2,,
useoh,2,tieupdate,2,,
feature,2,tiemp,2,,
presentationnice,2,jokyivind6,2,,
overjoyedzelensky,2,civzelensky,2,,
kangaroosaid,2,weaponrygoodall,2,,
assigukraine,2,zelenskyairbusalbo,2,,
banneryeah,2,viazelensky,2,,
despicable,2,tiefowdy,2,,
prolongingauspol,2,exile,2,,
ampukrainian,2,unimportant,2,,
fightseems,2,jolife,2,,
zelenskyprez,2,lady,2,,
prukraine,2,olena,2,,
whatsoever,2,zelenska,2,,
mightpatch,2,dawn,2,,
leaderukrainian,2,monthzelensky,2,,
dayukrainian,2,thterrifying,2,,
thukrainian,2,smartnewsupdate,2,,
daymoved,2,sentkyivind11,2,,
happenpatch,2,presidenzelensky,2,,
kangaroostand,2,tiebig,2,,
honoring,2,lil,2,,
nationthank,2,congoodall,2,,
pleaseouch,2,sentohhh,2,,
seek,2,idiotzelensky,2,,
ii,2,forcemassive,2,,
cease,2,prisonerzelensky,2,,
demanunited,2,josultanate,2,,
millionukrainian,2,province,2,,
fightelder,2,established,2,,
heartthank,2,waragree,2,,
pleaseukraine,2,trumpputin,2,,
destrulol,2,groundzelensky,2,,
dreamzelensky,2,weaponrybrittany,2,,
constantly,2,kaiser,2,,
wagingukraine,2,provocative,2,,
bannerwell,2,cambridge,2,,
dollarzelensky,2,analytica,2,,
ukrukrainian,2,critical,2,,
fightzelensky,2,zelensukrainian,2,,
candy,2,uwould,2,,
kidpretty,2,putinkissinger,2,,
hearing,2,expose,2,,
crew,2,warupdate,2,,
moneyputin,2,jothank,2,,
viazelensky,2,troubledaniil,2,,
zelenskyyyes,2,martynov,2,,
offeredplesse,2,ukraiukrainian,2,,
russiafact,2,recalled,2,,
volumemust,2,forceukrainian,2,,
retreatzelenskyy,2,weaponryknow,2,,
saidread,2,champion,2,,
reply,2,scumbag,2,,
comment,2,pieceswedish,2,,
ridiculousstamp,2,populated,2,,
degreepres,2,nsw,2,,
sensible,2,waswedish,2,,
hopefullymust,2,russiachechnya,2,,
degreekeep,2,weaponryopen,2,,
incredible,2,develop,2,,
fierce,2,nuke,2,,
defendermust,2,forwardzelensky,2,,
zelenskyyhill,2,jomickey73,2,,
agreementmust,2,30000,2,,
degreegive,2,extorrussia,2,,
woke,2,zelenskygoodall,2,,
nonsense,2,zelenskysean,2,,
saidsupport,2,invzelensky,2,,
saidthank,2,joah,2,,
ongoingdirector,2,walker,2,,
weaponthank,2,httprussia,2,,
fervent,2,zelenskyah,2,,
prodirector,2,walkerplace,2,,
chanceperhaps,2,tragic,2,,
joebiden,2,turnedrevealed,2,,
supportdear,2,focusstupid,2,,
zelenzelenskyy,2,shortsightedness,2,,
degreereference,2,ukrainebelieve,2,,
medvedev,2,trustworukrainian,2,,
telegram,2,blamed,2,,
vaindirector,2,negociateswedish,2,,
degreedate,2,civilianukrainian,2,,
sirmust,2,ukrainukraine,2,,
saidanother,2,weaponrydomino,2,,
smooth,2,julyaware,2,,
operator,2,worked,2,,
kilo,2,annexed,2,,
side,2,jogodman,2,,
coin,2,mouthkill,2,,
obama,2,wow,2,,
buymust,2,development,2,,
saidukrainian,2,ignore,2,,
necessarily,2,victorious,2,,
trustworthy,2,rhetorice,2,,
agency,2,check,2,,
strongdear,2,exact,2,,
ray,2,hexasonic,2,,
